city	city_ascii	province_id	province_name	lat	lng	population	density	timezone	ranking	postal	id	station_names	station_ids
Leamington	Leamington	ON	Ontario	42.0667	-82.5833	35730.0	113.6	America/Toronto	3	N8H N0P	1124258797	['LEAMINGTON']	['6134390']
East Gwillimbury	East Gwillimbury	ON	Ontario	44.1333	-79.4167	34637.0	141.4	America/Toronto	3	L0G L9N	1124001370	['BRADFORD', 'BRADFORD HIGH SCHOOL', 'HOLLAND LANDING', 'HOLLAND MARSH', 'QUEENSVILLE', 'SHARON']	['6150857', '6150860', '6153475', '6153477', '6156807', '6157685']
Côte-Saint-Luc	Cote-Saint-Luc	QC	Quebec	45.4687	-73.6673	34504.0	4903.7	America/Toronto	2	H4W H4V H4X	1124563603	['COTE ST LUC', 'LA SALLE', 'MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A', 'MONTREAL JEAN BREBEUF', 'MONTREAL LOYOLA', 'MONTREAL MCGILL', 'POSTE SARAGUAY', 'ST LAURENT (COLLEGE)', 'MCTAVISH', 'MONTREAL/PIERRE ELLIOTT TRUDEAU INTL', 'MONTREAL INTL A']	['7021945', '7024118', '7025250', '7025260', '7025270', '7025280', '7026213', '7027440', '7024745', '702S006', '7025251']
Orangeville	Orangeville	ON	Ontario	43.9167	-80.1167	34177.0	1989.5	America/Toronto	3	L9W	1124566061	['ORANGEVILLE', 'ORANGEVILLE MOE', 'SANDHILL']	['6155788', '6155790', '6157430']
Leduc	Leduc	AB	Alberta	53.2594	-113.5492	34094.0	806.9	America/Edmonton	3	T9E	1124170853	"[""EDMONTON INT'L A"", 'EDMONTON INTERNATIONAL CS', 'EDMONTON INTL A']"	['3012205', '3012206', '3012216']
Moose Jaw	Moose Jaw	SK	Saskatchewan	50.3933	-105.5519	33665.0	511.5	America/Regina	3	S6J S6K S6H	1124806868	['MOOSE JAW A', 'MOOSE JAW CS', 'MOOSE JAW SNOW']	['4015320', '4015322', '4015328']
Port Moody	Port Moody	BC	British Columbia	49.2831	-122.8317	33535.0	1297.3	America/Vancouver	3	V3H	1124252668	['PORT COQUITLAM MARY HILL', 'COQUITLAM MUNDY PARK 2', 'BURNABY CARIBOO DAM', 'BURNABY SIMON FRASER U', 'BURQUITLAM VANCOUVER GOLF COURSE', 'COQUITLAM', 'COQUITLAM COMO LAKE AVE', 'COQUITLAM MUNDY PARK', 'ESSONDALE', 'INDIAN ARM WOODLANDS', 'IOCO REFINERY', 'PORT MOODY GLENAYRE', 'PORT MOODY MERIDIAN', 'PORT COQUITLAM', 'PORT COQUITLAM CITY YARD', 'PORT MOODY CENTRE', 'COQUITLAM NORTH', 'PORT COQUITLAM BURKE MOUNTAIN', 'INDIAN ARM FARRER COVE', 'COQUITLAM MUNDY PARK 3', 'COQUITLAM LAFARGE']	['110FKNF', '1101Q9A', '11011MF', '1101158', '1101200', '1101888', '1101889', '1101891', '1102725', '1103648', '1103660', '1106CL2', '1106L3K', '1106255', '1106256', '11063L2', '110A8R1', '110FBEE', '110L6M7', '1101QRJ', '110188H']
Pointe-Claire	Pointe-Claire	QC	Quebec	45.45	-73.8167	33488.0	1770.9	America/Toronto	3	H9R H9S	1124470650	['MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A', 'POINTE CLAIRE', 'POSTE SARAGUAY', 'STE GENEVIEVE', 'MONTREAL/PIERRE ELLIOTT TRUDEAU INTL', 'MONTREAL INTL A']	['7025250', '7026073', '7026213', '7027280', '702S006', '7025251']
Orillia	Orillia	ON	Ontario	44.6	-79.4167	33411.0	1171.1	America/Toronto	3	L3V	1124049830	['ORILLIA', 'ORILLIA STP', 'ORILLIA TS', 'ORILLIA BRAIN']	['6115810', '6115818', '6115820', '6115811']
Stratford	Stratford	ON	Ontario	43.3708	-80.9819	33232.0	1107.0	America/Toronto	3	N4Z N5A	1124676255	['STRATFORD', 'STRATFORD WWTP']	['6148100', '6148105']
Fort Erie	Fort Erie	ON	Ontario	42.9167	-79.0167	32901.0	197.9	America/Toronto	3	L0S L2A	1124516852	['FORT ERIE']	['6132470']
Val-d’Or	Val-d'Or	QC	Quebec	48.1	-77.7833	32752.0	9.3	America/Toronto	3	J9P	1124239138	"[""VAL-D'OR A"", ""VAL-D'OR"", ""VAL D'OR A""]"	['7098600', '7098603', '7098605']
LaSalle	LaSalle	ON	Ontario	42.2167	-83.0667	32721.0	503.7	America/Toronto	3	N9J N9H	1124000988	[]	[]
Cochrane	Cochrane	AB	Alberta	51.189	-114.467	32199.0	1019.5	America/Edmonton	3	T4C	1124952542	['COCHRANE VE6CQC', 'COCHRANE', 'COCHRANE BIGHILL CREEK']	['303AFGF', '3031676', '3031678']
North Cowichan	North Cowichan	BC	British Columbia	48.8236	-123.7192	31990.0	163.7	America/Vancouver	3	V0R V9L	1124000052	['CROFTON', 'DUNCAN', 'DUNCAN BCHPA VIT', 'DUNCAN EAST', 'DUNCAN FORESTRY', 'NORTH COWICHAN', 'NORTH COWICHAN']	['1012190', '1012550', '1012562', '1012566', '1012570', '1015628', '1015630']
Lloydminster	Lloydminster	SK	Saskatchewan	53.2783	-110.005	31582.0	655.8	America/Edmonton	3	S9V	1124051728	['LLOYDMINSTER']	['4044558']
Chambly	Chambly	QC	Quebec	45.4311	-73.2873	31444.0	1253.7	America/Toronto	3	J3L	1124345124	[]	[]
Centre Wellington	Centre Wellington	ON	Ontario	43.7	-80.3667	31093.0	75.9	America/Toronto	3	N0B N1M	1124000849	['ELORA AUTOMATIC CLIMATE STATION', 'ELORA', 'ELORA RESEARCH STN', 'FERGUS', 'FERGUS SHAND DAM', 'FERGUS MOE', 'ELORA RCS']	['614B2H4', '6142284', '6142285', '6142398', '6142400', '6142402', '6142286']
Okotoks	Okotoks	AB	Alberta	50.725	-113.975	30405.0	788.7	America/Edmonton	3	T1S	1124521470	['OKOTOKS', 'OKOTOKS', 'OKOTOKS EAST']	['303M9JM', '3034915', '3034916']
Alma	Alma	QC	Quebec	48.55	-71.65	30331.0	155.6	America/Toronto	3	G8E G8B G8C	1124138438	['ISLE MALIGNE', 'MISTOOK']	['7063320', '7065012']
Sainte-Julie	Sainte-Julie	QC	Quebec	45.5833	-73.3333	30045.0	619.6	America/Toronto	3	J3E	1124000521	['ST BRUNO']	['7026920']
Saint-Constant	Saint-Constant	QC	Quebec	45.37	-73.57	29954.0	524.9	America/Toronto	3	J5A	1124000054	['ST CONSTANT', 'ST MATHIEU LAPRAIRIE']	['7027085', '7027560']
Langley	Langley	BC	British Columbia	49.0986908053773	-122.659728692569	28963.0	2845.2	America/Vancouver	2	V3A	1124000480	['CLOVERDALE', 'CLOVERDALE CENTRE', 'CLOVERDALE EAST', 'CLOVERVALLEY FRYS CORNER', 'LANGLEY CENTRE', 'LANGLEY LOCHIEL', 'LANGLEY PRAIRIE', 'LANGLEY WELLS', 'MILNER AIC', 'PORT KELLS', 'LANGLEY REGIONAL']	['1101680', '1101707', '1101708', '1101709', '1104554', '1104555', '1104560', '1104565', '1105155', '1106300', '1104570']
Grimsby	Grimsby	ON	Ontario	43.2	-79.55	28883.0	420.4	America/Toronto	3	L3M	1124989517	['GRIMSBY', 'GRIMSBY ALLAN', 'GRIMSBY CHATEAU GAI', 'GRIMSBY ROCK CHAPEL', 'GRIMSBY ROYAL OAK', 'WINONA', 'GRIMSBY MOUNTAIN']	['6133047', '6133050', '6133052', '6133057', '6133059', '6139556', '6133055']
Magog	Magog	QC	Quebec	45.2667	-72.15	28312.0	196.3	America/Toronto	3	J1X	1124404849	['MAGOG', 'LAC MEMPHREMAGOG']	['7024440', '702CFGG']
Boisbriand	Boisbriand	QC	Quebec	45.62	-73.83	28308.0	1022.9	America/Toronto	3	J7H J7E J7G	1124001940	['STE THERESE SEMINAIRE', 'STE THERESE OUEST', 'FABREVILLE']	['7017753', '7017755', '702BL09']
Whitehorse	Whitehorse	YT	Yukon	60.7029	-135.0691	28201.0	68.1	America/Whitehorse	3	Y1A	1124348186	['WHITEHORSE', 'WHITEHORSE A', 'WHITEHORSE RIVERDALE', 'WHITEHORSE WSO', 'WHITEHORSE AUTO', 'WHITEHORSE A']	['2101290', '2101300', '2101400', '2101415', '2101310', '2101303']
Dieppe	Dieppe	NB	New Brunswick	46.0989	-64.7242	28114.0	365.0	America/Moncton	3	E1A	1124195431	['MONCTON', 'MONCTON A', 'MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A', 'MONCTON / GREATER MONCTON ROMEO LEBLANC INTL A']	['8103100', '8103200', '8103201', '8103202']
King	King	ON	Ontario	44.0463	-79.6044	27333.0	82.3	America/Toronto	3	L7B L0G L3Y	1124001693	['BRADFORD MUCK RESEARCH', 'BRADFORD OAC', 'BRADFORD SPRINGDALE']	['6150863', '6150865', '6150867']
Parksville	Parksville	BC	British Columbia	49.315	-124.312	27330.0	939.5	America/Vancouver	3	V9P	1124698963	['FRENCH CREEK', 'PARKSVILLE', 'PARKSVILLE NORTHWEST', 'PARKSVILLE SOUTH', 'QUALICUM BEACH YAMBURY', 'QUALICUM BEACH AIRPORT']	['1023037', '1025970', '1025975', '1025977', '1026564', '1026562']
Conception Bay South	Conception Bay South	NL	Newfoundland and Labrador	47.5167	-52.9833	27168.0	454.9	America/St_Johns	3	A1W A1X	1124000563	['TOPSAIL']	['8403875']
Fort Saskatchewan	Fort Saskatchewan	AB	Alberta	53.7128	-113.2133	27088.0	479.4	America/Edmonton	3	T8L	1124769097	['FORT SASKATCHEWAN']	['3012710']
Woolwich	Woolwich	ON	Ontario	43.5667	-80.4833	26999.0	82.7	America/Toronto	3	N2J N3B N0B	1124000096	['CONESTOGO', 'ELMIRA']	['6141843', '6142275']
Sainte-Thérèse	Sainte-Therese	QC	Quebec	45.6333	-73.85	26533.0	2798.9	America/Toronto	2	J7E	1124190411	['STE THERESE SEMINAIRE', 'STE THERESE OUEST', 'FABREVILLE']	['7017753', '7017755', '702BL09']
Clarence-Rockland	Clarence-Rockland	ON	Ontario	45.4833	-75.2	26505.0	89.1	America/Toronto	3	K4K K0A	1124000639	['BOURGET']	['6100828']
La Prairie	La Prairie	QC	Quebec	45.42	-73.5	26406.0	607.4	America/Toronto	3	J5R	1124956496	['LAPRAIRIE', 'MONTREAL ICE CONTROL', 'ST CONSTANT']	['7024100', '7025245', '7027085']
Saint-Bruno-de-Montarville	Saint-Bruno-de-Montarville	QC	Quebec	45.5333	-73.35	26273.0	613.2	America/Toronto	3	J3V	1124286783	['ST BRUNO', 'MONTREAL/ST-HUBERT A', 'MONTREAL/ST-HUBERT A', 'MONTREAL/ST-HUBERT']	['7026920', '7027320', '7027322', '7027329']
Midland	Midland	ON	Ontario	44.75	-79.8833	26246.0	504.3	America/Toronto	3	L4R	1124104490	['MIDLAND WATER POLLUTION CONTROL PLANT']	['6115127']
Thetford Mines	Thetford Mines	QC	Quebec	46.1	-71.3	26072.0	115.4	America/Toronto	3	G6H G6G	1124032181	['BLACK LAKE', 'ST ANTOINE DE PONTBRIAND', 'THETFORD MINES', 'THETFORD MINES', 'THETFORD MINES RCS']	['7020808', '7026885', '7028440', '7028441', '7028442']
Lincoln	Lincoln	ON	Ontario	43.13	-79.43	25719.0	158.0	America/Toronto	3	L0R L2R	1124001767	['JORDAN', 'VINELAND BALLS FALLS', 'VINELAND RITTENHOUSE', 'VINELAND STATION', 'VINELAND STATION AUTOMATIC CLIMATE STATION', 'VINELAND', 'VINELAND STATION RCS']	['6133880', '6139142', '6139143', '6139145', '6139146', '6139141', '6139148']
Quispamsis	Quispamsis	NB	New Brunswick	45.4322	-65.9462	24881.0	329.4	America/Moncton	3	E2S E2E E2G	1124000379	['NAUWIGEWAUK', 'ROTHESAY']	['8103441', '8104477']
Wasaga Beach	Wasaga Beach	ON	Ontario	44.5206	-80.0167	24862.0	433.0	America/Toronto	3	L9Z	1124001919	['STAYNER MARTYN', 'STAYNER', 'WASAGA BEACH', 'WASAGA BEACH']	['6117R99', '6117999', '6119293', '6119294']
Collingwood	Collingwood	ON	Ontario	44.5	-80.2167	24811.0	748.3	America/Toronto	3	L9Y	1124219884	['COLLINGWOOD', 'COLLINGWOOD A', 'COLLINGWOOD SMART BROS', 'COLLINGWOOD WPCP', 'NOTTAWASAGA ISLAND', 'COLLINGWOOD']	['6111793', '6111794', '6111797', '6111800', '6115718', '6111792']
Sept-Îles	Sept-Iles	QC	Quebec	50.2167	-66.3833	24569.0	14.1	America/Toronto	3	G4S G0G	1124406431	['POINTE NOIRE CS']	['704Q003']
Duncan	Duncan	BC	British Columbia	48.7787	-123.7079	24358.0	2444.5	America/Vancouver	2	V9L	1124316061	['CROFTON', 'DUNCAN', 'DUNCAN BCHPA VIT', 'DUNCAN EAST', 'DUNCAN FORESTRY', 'DUNCAN KELVIN CREEK', 'NORTH COWICHAN', 'DUNCAN GLENORA', 'NORTH COWICHAN']	['1012190', '1012550', '1012562', '1012566', '1012570', '1012573', '1015628', '1022571', '1015630']
Hudson	Hudson	QC	Quebec	45.45	-74.15	24245.0	248.4	America/Toronto	3	J0P	1124590540	['HUDSON HEIGHTS', 'OKA', 'ST LAZARE']	['7013200', '7015730', '7017445']
Saint-Lin--Laurentides	Saint-Lin--Laurentides	QC	Quebec	45.85	-73.7667	24030.0	203.2	America/Toronto	3	J5M	1124906585	['ST LIN DES LAURENTIDES']	['7017480']
Strathroy-Caradoc	Strathroy-Caradoc	ON	Ontario	42.9575	-81.6167	23871.0	88.1	America/Toronto	3	N0L N7G	1124000831	['METCALFE', 'MOUNT BRYDGES', 'STRATHROY', 'STRATHROY-MULLIFARRY']	['6145064', '6145499', '6148120', '6148122']
Squamish	Squamish	BC	British Columbia	49.7017	-123.1589	23819.0	227.5	America/Vancouver	3	V0N V8B	1124005958	['SQUAMISH GARIBALDI', 'SQUAMISH', 'SQUAMISH FMC CHEMICALS', 'SQUAMISH STP', 'SQUAMISH STP CENTRAL', 'WOODFIBRE']	['1047F6B', '1047660', '1047662', '1047670', '1047671', '1048974']
Thorold	Thorold	ON	Ontario	43.1167	-79.2	23816.0	285.9	America/Toronto	3	L0S L2V L3B	1124718251	['ST CATHARINES BROCK U', 'ST CATHARINES POWER GLEN', 'THOROLD']	['6137290', '6137306', '6138259']
Truro	Truro	NS	Nova Scotia	45.3647	-63.28	23583.0	345.3	America/Halifax	3	B2N	1124952899	['CAMDEN IHD', 'TRURO', 'TRURO', 'TRURO NSAC', 'TRURO (AUT)']	['8200635', '8205988', '8205990', '8206000', '8205992']
Amherstburg	Amherstburg	ON	Ontario	42.1	-83.0833	23524.0	128.0	America/Toronto	3	N9V N0R	1124696938	['AMHERSTBURG']	['6130257']
L’Assomption	L'Assomption	QC	Quebec	45.8333	-73.4167	23442.0	237.4	America/Toronto	3	J5W	1124500862	"['ILE BOUCHARD', ""L'ASSOMPTION""]"	['7013279', '7014160']
Tecumseh	Tecumseh	ON	Ontario	42.2431	-82.9256	23300.0	246.3	America/Toronto	3	N8N N9K N0R	1124720869	['WINDSOR A', 'WINDSOR A', 'WINDSOR A']	['6139525', '6139527', '6139530']
Candiac	Candiac	QC	Quebec	45.38	-73.52	22997.0	1331.3	America/Toronto	3	J5R	1124457982	['LAPRAIRIE', 'ST CONSTANT', 'ST MATHIEU LAPRAIRIE']	['7024100', '7027085', '7027560']
Essa	Essa	ON	Ontario	44.25	-79.7833	22970.0	82.1	America/Toronto	3	L0M L0L L9R	1124001569	['EGBERT CARE', 'EGBERT (AUT)', 'ANGUS CAMPHILL', 'EGBERT CS']	['611KBE0', '611BKE0', '6110275', '611E001']
Paradise	Paradise	NL	Newfoundland and Labrador	47.5333	-52.8667	22957.0	773.8	America/St_Johns	3	A1L	1124001159	"['PARADISE', ""ST JOHN'S THORBURN ROAD"", ""ST JOHN'S WEST CDA"", 'TOPSAIL', 'PARADISE', ""ST JOHN'S WEST CDA CS"", 'ST JOHNS WEST CLIMATE']"	['8402R20', '8403523', '8403600', '8403875', '8402RB0', '8403605', '8403603']
Saint-Lambert	Saint-Lambert	QC	Quebec	45.5	-73.5167	22761.0	3009.8	America/Toronto	2	J4P J4S J4R	1124174363	['MONTREAL ICE CONTROL', 'MONTREAL LAFONTAINE', 'MONTREAL MCGILL', 'MCTAVISH']	['7025245', '7025267', '7025280', '7024745']
Mount Pearl Park	Mount Pearl Park	NL	Newfoundland and Labrador	47.5189	-52.8058	22477.0	1436.2	America/St_Johns	3	A1N	1124869949	"['PARADISE', 'PETTY HARBOUR', ""ST JOHN'S THORBURN ROAD"", ""ST JOHN'S WEST CDA"", 'PARADISE', ""ST JOHN'S WEST CDA CS"", 'ST JOHNS WEST CLIMATE']"	['8402R20', '8402925', '8403523', '8403600', '8402RB0', '8403605', '8403603']
Saint-Lazare	Saint-Lazare	QC	Quebec	45.4	-74.1333	22354.0	334.3	America/Toronto	3	J7T	1124000613	['ST LAZARE']	['7017445']
Owen Sound	Owen Sound	ON	Ontario	44.5667	-80.9333	22318.0	892.6	America/Toronto	3	N4K	1124623613	['OWEN SOUND', 'OWEN SOUND MOE']	['6116128', '6116132']
Brockville	Brockville	ON	Ontario	44.5833	-75.6833	22293.0	1057.8	America/Toronto	3	K6V	1124286131	['BROCKVILLE', 'BROCKVILLE PCC', 'MAITLAND', 'BROCKVILLE CLIMATE']	['6100969', '6100971', '6104840', '6100970']
Chestermere	Chestermere	AB	Alberta	51.05	-113.8225	22163.0	675.0	America/Edmonton	3	T1X	1124000371	['CHESTERMERE LAKE SOUTH', 'DUCKWORTH FARM']	['3031524', '303BJDL']
Kingsville	Kingsville	ON	Ontario	42.1	-82.7167	22119.0	89.9	America/Toronto	3	N8M N9Y N0P N0R	1124616034	['COTTAM', 'KINGSVILLE MOE', 'LEAMINGTON']	['6131910', '6134190', '6134390']
Port Alberni	Port Alberni	BC	British Columbia	49.2339	-124.805	21711.0	928.9	America/Vancouver	3	V9Y	1124952808	['ALBERNI CITY RESERVOIR', 'ALBERNI LUPSI CUPSI', 'ALBERNI MCCOY LAKE', 'PORT ALBERNI', 'PORT ALBERNI A', 'PORT ALBERNI CHINA CREEK', 'PORT ALBERNI COX LAKE', 'PORT ALBERNI REDFORD']	['1030185', '1030210', '1030220', '1036205', '1036206', '1036207', '1036208', '1036210']
Springwater	Springwater	ON	Ontario	44.4333	-79.7333	21701.0	40.5	America/Toronto	3	L0L L9X	1124001298	['BARRIE', 'BARRIE WPCC', 'MIDHURST', 'BARRIE (AUT)', 'BARRIE LANDFILL']	['6110549', '6110557', '6115099', '6110552', '6110556']
Scugog	Scugog	ON	Ontario	44.09	-78.936	21617.0	45.4	America/Toronto	3	L0C L0B L9L	1124000741	['PORT PERRY NONQUON']	['6156682']
Uxbridge	Uxbridge	ON	Ontario	44.1167	-79.1333	21556.0	51.3	America/Toronto	3	L0E L0C L9P	1124829638	['UXBRIDGE', 'UXBRIDGE', 'UXBRIDGE 2', 'UXBRIDGE 3', 'MARSH HILL', 'UXBRIDGE WEST']	['6159A26', '6159122', '6159124', '6159125', '6155000', '6159123']
Fort St. John	Fort St. John	BC	British Columbia	56.2465	-120.8476	21465.0	656.9	America/Dawson_Creek	3	V1J	1124517495	['FORT ST JOHN', 'FORT ST JOHN A', 'FORT ST. JOHN A', 'FORT ST JOHN- HWOS CLIMATE', 'FORT ST JOHN AIRPORT']	['1182998', '1183000', '1183001', '1183007', '1183002']
Wilmot	Wilmot	ON	Ontario	43.4	-80.65	21429.0	81.2	America/Toronto	3	N3A N0B	1124001797	['HAYSVILLE']	['6143395']
Essex	Essex	ON	Ontario	42.0833	-82.9	21216.0	76.4	America/Toronto	3	N8M N0R	1124628052	['HARROW CDA', 'HARROW AUTOMATIC CLIMATE STATION', 'HARROW CDA AUTO']	['6133360', '613CC60', '6133362']
Varennes	Varennes	QC	Quebec	45.6833	-73.4333	21198.0	223.6	America/Toronto	3	J3X	1124232101	['RIVIERE DES PRAIRIES', 'VARENNES']	['7026612', '702327X']
Oro-Medonte	Oro-Medonte	ON	Ontario	44.5667	-79.5833	21036.0	35.8	America/Toronto	3	L0L L0K L3V L4R L4M	1124001350	['HORSESHOE VALLEY', 'ORO']	['6113580', '6115850']
Mont-Royal	Mont-Royal	QC	Quebec	45.5161	-73.6431	20953.0	2776.7	America/Toronto	2	H3R H3P H4P	1124001920	['LAVAL DES RAPIDES', 'MONTREAL JEAN BREBEUF', 'MONTREAL LAFONTAINE', 'MONTREAL LOYOLA', 'MONTREAL MCGILL', 'MONTREAL PERSILLIER', 'ST LAURENT (COLLEGE)', 'MCTAVISH']	['7024256', '7025260', '7025267', '7025270', '7025280', '7025315', '7027440', '7024745']
Beaumont	Beaumont	AB	Alberta	53.3572	-113.4147	20888.0	845.6	America/Edmonton	3	T4X	1124001210	[]	[]
Baie-Comeau	Baie-Comeau	QC	Quebec	49.2167	-68.15	20687.0	61.8	America/Toronto	3	G5C G4Z	1124859576	['BAIE COMEAU', 'BAIE COMEAU CBA', 'BAIE-COMEAU']	['7040MLR', '7040445', '704S001']
Riverview	Riverview	NB	New Brunswick	46.0613	-64.8052	20584.0	603.7	America/Moncton	3	E1B	1124000112	['MONCTON']	['8103100']
Cobourg	Cobourg	ON	Ontario	43.9667	-78.1667	20519.0	915.7	America/Toronto	3	K9A	1124831257	['COBOURG', 'COBOURG STP', 'COBOURG 2', 'COBOURG (AUT)']	['6151685', '6151689', '6151690', '6151684']
Cranbrook	Cranbrook	BC	British Columbia	49.5097	-115.7667	20499.0	641.2	America/Edmonton	3	V1C	1124937794	['CRANBROOK CITY', 'CRANBROOK', 'CRANBROOK A', 'CRANBROOK MT BAKER', 'CRANBROOK SE']	['1152J02', '1152090', '1152100', '1152104', '1152109']
Yellowknife	Yellowknife	NT	Northwest Territories	62.4709	-114.4053	20340.0	196.8	America/Yellowknife	3	X1A	1124208917	['YELLOWKNIFE A', 'YELLOWKNIFE CS', 'YELLOWKNIFE-HENDERSON', 'YELLOWKNIFE A', 'YELLOWKNIFE AIRPORT']	['2204100', '2204155', '2204110', '2204101', '2204108']
South Frontenac	South Frontenac	ON	Ontario	44.5081	-76.4939	20188.0	21.3	America/Toronto	3	K0H	1124000063	[]	[]
Rivière-du-Loup	Riviere-du-Loup	QC	Quebec	47.8333	-69.5333	20118.0	240.2	America/Toronto	3	G5R	1124662123	['RIVIERE DU LOUP', 'RIVIERE-DU-LOUP', 'RIVIERE-DU-LOUP / ST-ANTONIN']	['7056615', '7056616', '7056870']
Port Colborne	Port Colborne	ON	Ontario	42.8833	-79.25	20033.0	164.2	America/Toronto	3	L0S L3K	1124274319	['PORT COLBORNE', 'PORT COLBORNE LIGHT', 'WELLAND CHOW', 'PORT COLBORNE (AUT)']	['6136606', '6136607', '6139447', '613F606']
Saint-Augustin-de-Desmaures	Saint-Augustin-de-Desmaures	QC	Quebec	46.7333	-71.4667	19907.0	232.0	America/Toronto	3	G3A	1124000358	['ST AUGUSTIN', 'QUEBEC INTL A']	['7016900', '7016293']
Huntsville	Huntsville	ON	Ontario	45.3333	-79.2167	19816.0	27.9	America/Toronto	3	P0B P1H	1124961145	['HUNTSVILLE', 'HUNTSVILLE WPCP', 'HIDDEN VALLEY', 'RAVENSCLIFFE']	['6113660', '6113663', '6113400', '6116901']
Sainte-Marthe-sur-le-Lac	Sainte-Marthe-sur-le-Lac	QC	Quebec	45.53	-73.93	19797.0	2267.4	America/Toronto	2	J0N	1124001153	['STE GENEVIEVE']	['7027280']
Lloydminster	Lloydminster	AB	Alberta	53.2807	-110.035	19739.0	823.1	America/Edmonton	3	T9V	1124000858	['LLOYDMINSTER', 'LLOYDMINSTER A', 'LLOYDMINSTER NORTH', 'LLOYDMINSTER', 'LLOYDMINSTER A']	['3013960', '3013961', '3013963', '3013959', '3013958']
Westmount	Westmount	QC	Quebec	45.4833	-73.6	19658.0	4860.9	America/Toronto	2	H3Z H3Y	1124878078	['COTE ST LUC', 'LA SALLE', 'MONTREAL JEAN BREBEUF', 'MONTREAL LAFONTAINE', 'MONTREAL LOYOLA', 'MONTREAL MCGILL', 'ST LAURENT (COLLEGE)', 'MCTAVISH']	['7021945', '7024118', '7025260', '7025267', '7025270', '7025280', '7027440', '7024745']
Russell	Russell	ON	Ontario	45.2569	-75.3583	19598.0	98.6	America/Toronto	3	K4R K0A	1124982538	['RUSSELL']	['6107247']
Les Coteaux	Les Coteaux	QC	Quebec	45.28	-74.23	19582.0	485.0	America/Toronto	3	J7X	1124001989	['COTEAU DU LAC', 'SAINT-POLYCARPE']	['7011947', '7016474']
Salmon Arm	Salmon Arm	BC	British Columbia	50.7022	-119.2722	19432.0	125.2	America/Vancouver	3	V1E	1124478865	['SALMON ARM A', 'SALMON ARM', 'SALMON ARM 2', 'SALMON ARM 3', 'TAPPEN', 'TAPPEN TULARI FARM', 'SALMON ARM CS']	['1166R45', '1166945', '1166946', '1166947', '1167980', '1167986', '116FRMN']
Kirkland	Kirkland	QC	Quebec	45.45	-73.8667	19413.0	2012.0	America/Toronto	2	H9H H9J	1124000941	['MACDONALD COLLEGE', 'POINTE CLAIRE', 'STE ANNE DE BELLEVUE', 'STE GENEVIEVE', 'STE-ANNE-DE-BELLEVUE 1', 'MOBILE UPPER AIR STATION-QUEBEC']	['7024400', '7026073', '7026839', '7027280', '702FHL8', '7025000']
Corner Brook	Corner Brook	NL	Newfoundland and Labrador	48.9287	-57.926	19333.0	130.7	America/St_Johns	3	A2H	1124244792	['CORNER BROOK', 'CORNER BROOK AVALON TEL', 'CORNER BROOK']	['8401300', '8401302', '8401298']
New Glasgow	New Glasgow	NS	Nova Scotia	45.5926	-62.6455	19316.0	951.3	America/Halifax	3	B2H	1124760188	['ABERCROMBIE POINT', 'NEW GLASGOW TRENTON', 'STELLARTON', 'STELLARTON LOURDES', 'TRENTON MUNICIPAL A']	['8200015', '8203905', '8205400', '8205401', '8205950']
Dorval	Dorval	QC	Quebec	45.45	-73.75	19302.0	923.0	America/Toronto	3	H9P H9S	1124933556	['COTE ST LUC', 'MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A', 'POINTE CLAIRE', 'POSTE SARAGUAY', 'MONTREAL/PIERRE ELLIOTT TRUDEAU INTL', 'MONTREAL INTL A']	['7021945', '7025250', '7026073', '7026213', '702S006', '7025251']
Beaconsfield	Beaconsfield	QC	Quebec	45.4333	-73.8667	19277.0	1747.5	America/Toronto	3	H9W	1124755118	['MACDONALD COLLEGE', 'POINTE CLAIRE', 'STE ANNE DE BELLEVUE', 'STE-ANNE-DE-BELLEVUE 1', 'MOBILE UPPER AIR STATION-QUEBEC']	['7024400', '7026073', '7026839', '702FHL8', '7025000']
Pitt Meadows	Pitt Meadows	BC	British Columbia	49.2333	-122.6833	19146.0	221.7	America/Vancouver	3	V3Y	1124786902	['MAPLE RIDGE STP', 'PITT MEADOWS STP', 'PITT MEADOWS ALOUETTE RIVER', 'BURNABY EAST', 'FORT LANGLEY', 'HANEY', 'HANEY 532', 'LANGLEY 96 AVENUE', 'MAPLE RIDGE', 'PITT MEADOWS A', 'PITT MEADOWS LOUGHEED', 'PITT POLDER', 'PITT RIVER', 'PRT COQUITLAM PRAIRIE RD', 'SURREY 104 AVE 164 ST', 'PORT COQUITLAM BURKE MOUNTAIN', 'PITT MEADOWS CS', 'SURREY TYNEHEAD B', 'COQUITLAM LAFARGE', 'PITT MEADOWS']	['110D90K', '110FAG9', '110FJPP', '11011N0', '1102910', '1103322', '1103327', '1104569', '1104902', '1106177', '1106179', '1106180', '1106190', '1106257', '1107QP8', '110FBEE', '1106178', '1107H79', '110188H', '110617P']
Niagara-on-the-Lake	Niagara-on-the-Lake	ON	Ontario	43.2553	-79.0717	19088.0	145.3	America/New_York	3	L0S	1124366228	['NIAGARA ON THE LAKE', 'VIRGIL BRIGHTS', 'NIAGARA ON THE LAKE GOLF']	['6135FF4', '6139149', '613N001']
